50	3203
7.646624424468396e-13	1.2102041183079758e-24	0.030808984708448766	2.6046341757219532e-08	7.794886799658402e-08	1.1442271033691165e-10	1.0989032072274461e-27	4.2187330856244154e-22	2.7682032660458556e-10	3.607579190562864e-34	1.219327504254744e-20	5.841413406336169e-32	0.007239418412753177	0.009252305885870274	1.0577361256840998e-09	2.224561119549361e-08	6.997451834026076e-19	3.366044660679851e-25	8.872086149502337e-10	9.291740872128715e-38	4.543356609219982e-18	0.53833083667345	0.005271069613980905	1.1886513767609463e-17	0.0009134428247543722	3.7423795839393434e-18	8.344983207863733e-12	1.674317553369167e-32	1.971748184151919e-07	3.9069344310912733e-31	0.2336517958474737	6.891262880843461e-25	6.838400673508006e-11	7.944333301565063e-21	1.42294718086401e-19	4.219681557366108e-74	1.1859608999825345e-13	0.0006880626560074479	0.15463790623242274	0.00040195661857604707	3.188243156798159e-16	2.1175264674142545e-08	5.214666270885813e-25	0.0006134266860373474	1.2175488502606819e-26	8.66885959279468e-23	2.255180360291465e-21	5.1717148994144985e-25	0.01338492875033725	0.004805518085183383
1.2852891926571827e-15	1.3696510883545165e-21	1.1048135593548371e-10	0.004582814823175108	0.010263291907109348	1.0750427546072144e-14	0.0024638542981573414	2.5707235984762794e-16	6.921957861946941e-07	2.396653488969495e-27	0.004534695791394097	2.5738716865748954e-17	1.2676422107556619e-17	0.010311095828164137	2.9775835887313216e-05	0.6522210264308951	2.34466661128516e-18	0.18528772725694648	1.0067208851814192e-16	0.004277487504404658	9.334463895629184e-15	1.329745380657247e-15	0.00020604986101045586	2.363739015171398e-24	1.7753860778112413e-14	9.350706436451595e-26	1.52767941937404e-16	4.985047237424551e-17	0.006309807908218164	1.365278741221104e-32	7.397304213822137e-17	1.910956894425304e-15	4.3413313237027075e-06	2.17776955765514e-18	7.956460412558362e-13	1.3941724982055937e-29	4.9203002429970017e-23	1.0078195467127017e-09	6.740351718815052e-08	4.048477009711513e-09	0.005413496593999628	9.676010618037399e-32	1.4697019932288944e-12	0.0057496785393246885	1.46454854407882e-22	0.004099642243602239	5.10229538392979e-07	2.1110174839090766e-07	0.10424372312705847	4.619654486458577e-09
3.521814556328479e-25	5.028847355484309e-29	1.4738253347531988e-22	6.790996701318377e-31	1.3136326421397957e-17	5.770677143673443e-25	4.1985480124283094e-29	1.5966942186786996e-31	1.7662494445299953e-19	0.33143769064789336	5.324662433689212e-21	1.307354627458652e-30	4.754004455770136e-30	4.471634323385309e-20	1.980883920409845e-11	0.00031712643142244886	2.3390494994284648e-23	1.8600363501186198e-21	5.394715744099875e-24	2.736415977850932e-23	1.5702395740108916e-24	3.7211515614673004e-34	0.022110750710614344	5.053227233069376e-22	3.985965272450073e-15	9.97527624299538e-25	1.2166693999699624e-25	0.062433913103480704	2.0036843501412625e-19	5.469544270520082e-23	1.5454837992480808e-27	7.229631483546762e-31	6.049547448042856e-25	8.589973380827195e-21	0.1280110684150744	2.8532864172709917e-27	1.9310377314863307e-22	1.4523514956778137e-14	2.6214955149949802e-25	7.467340440596108e-13	0.3592972017051767	2.1954429580839206e-17	3.8858915758936818e-28	1.7222566355254556e-28	3.2383977322576886e-36	2.960279913305823e-15	1.7924914839648637e-24	0.028576216712188806	0.06318933963468763	0.004626692618886627
6.629022114378274e-09	6.416866021308106e-20	0.00019508827455396713	0.005042478098336023	1.0139628199421474e-06	3.615859938667101e-11	2.457572956698634e-10	2.1558525969958526e-22	3.369857598372355e-14	5.4218949556274285e-11	1.0269640574216702e-13	4.291401354584343e-18	1.0607823614863142e-16	1.818473271135746e-15	0.04546551956667321	4.537969256764974e-12	0.15136368568404537	6.371739257642729e-29	3.387665166959291e-15	1.7580792166170357e-32	1.2504481590596174e-19	1.1453417348628399e-23	6.251600099566048e-08	9.836316050951827e-24	0.03650376685081315	0.03911537909883234	1.1248136892842682e-07	7.380052297807197e-16	0.04379829397644239	1.1022803265988858e-20	1.0998308642301963e-21	9.429644182544164e-22	0.6732176115681658	2.929873361520776e-12	1.3785617376659976e-14	1.3448165131235231e-18	0.005171308305117289	3.773026629360822e-08	5.312525868146432e-19	5.7112823462286015e-06	3.438949388271899e-08	1.6228768042822003e-06	1.864815023344797e-20	4.2879939802456926e-05	7.956402416897798e-18	2.992803293029491e-12	1.6549702047298644e-25	9.004385468356082e-18	1.7486540661451366e-08	7.536893580325103e-05
4.0610901817351724e-23	1.609343650334278e-30	1.0167603964145227e-07	2.8135059365773703e-21	1.4107079826471512e-23	7.308160963308925e-21	2.416783431680062e-28	4.022134669586104e-27	0.054983627596195905	5.513795916418449e-22	1.3396321360244002e-18	1.12502769812726e-44	0.25108114486742117	0.6542846259637143	8.355886535296156e-25	8.490291943195851e-22	7.192593269961369e-22	8.199302135317913e-33	4.201392039138415e-30	3.655572392682528e-49	5.0171659992607154e-27	3.2225058221372465e-11	7.225688444352195e-23	2.5334397269112814e-15	3.662783821688783e-13	5.594717757417541e-16	3.691979421892036e-20	4.0974194717036016e-36	1.2160958503171686e-14	1.1009469989218733e-19	1.816862415259274e-10	1.4642475220584209e-27	2.0956271831236105e-19	1.254088690844047e-15	8.913745472144961e-23	1.5716098828251056e-28	7.537457208046577e-44	6.363178980614404e-14	6.588440260011e-15	2.6403600558056308e-30	8.548209574544331e-14	0.039650499682143604	2.499096947586069e-16	1.9890121953902338e-22	9.800200725703031e-28	7.458925122885315e-34	3.656102985719254e-14	2.0740627252012996e-17	5.838760084822651e-22	7.134202005421166e-26
1.065026970440082e-26	2.7451664534587177e-22	1.2154695429040395e-25	1.7291976117811473e-21	4.019700179151144e-30	9.13502102216096e-24	0.09189807787642777	1.0182370718421979e-29	4.022685588053109e-24	4.1528187396672827e-16	3.966416028559613e-29	3.4357923577049272e-19	5.718656973188826e-29	2.2706727224471834e-11	2.623952462356426e-17	0.0280956227965097	3.6417839063169864e-16	4.8894701777628543e-23	3.5489197622533773e-25	1.5750016036729824e-13	1.6080769850183913e-23	1.7946029357460834e-12	6.900634682337899e-14	2.1703306334402784e-24	1.3313398106640527e-24	9.383368224202253e-14	1.574075781310299e-11	1.0625497089693027e-27	1.7557601007031848e-24	4.369910409625311e-17	1.6556548623662488e-22	0.004926214010807711	3.962661247818782e-25	1.2163313995777015e-23	1.09476797118792e-14	0.24820624415467257	4.088073308801304e-14	8.374405001262802e-27	1.070701138167502e-33	5.715330936057595e-31	1.4754369709911886e-34	1.2824825817611955e-32	1.4520897441759196e-26	4.412804771920217e-31	8.710530889011443e-23	6.138809384042534e-11	2.136619164579708e-12	1.659019368451901e-30	2.9143907862314504e-20	0.6268738410574447
7.743405244502218e-33	1.0160456748663411e-26	0.005245400180618086	8.0133534923850615e-28	1.656744312596433e-08	1.36340766482197e-28	2.9597371581042726e-21	1.8562411777770363e-34	6.13054120300598e-23	6.619793847242463e-17	4.763992581099566e-25	9.506141151907758e-20	1.563457033494586e-07	2.1331083437756188e-16	0.3514339123710928	0.1291638927748089	2.132983852317881e-22	2.45264639294215e-19	4.41465275945656e-21	1.0307523591981115e-37	3.498303958787747e-08	4.8537483520373184e-17	3.89227025518012e-22	2.542963597203176e-18	0.04940624627967716	5.115728904242246e-27	1.651715130200703e-14	1.1538062635378504e-10	5.609710251490418e-25	4.29777008325113e-33	1.0425739807126209e-22	1.1005812935931976e-27	2.0477852973849693e-19	8.460105706958814e-09	8.728879702048196e-12	7.486371840170932e-22	7.370340231425432e-26	3.9006356803896216e-18	3.0603440241381185e-38	6.969632881873668e-05	2.7578366274121348e-11	6.131724405502313e-23	1.446750182333508e-36	7.559645989312363e-25	1.163800220787579e-37	9.049887220309506e-06	3.9059973388213476e-25	2.6590915246545054e-22	0.4250159964287781	0.039655589240993966
3.2390664115976963e-16	1.1845613188468578e-37	1.5573483266056103e-11	1.5542159960782145e-37	4.83178804056549e-16	3.357532117696089e-21	2.5855767566178932e-11	1.2183550674126768e-16	2.565918312122687e-10	1.3034916564431589e-23	5.397533098983815e-25	1.412128736095715e-39	0.04681924790677419	0.07469046230339349	5.462758060025179e-16	1.0246236103293538e-18	3.440649286477944e-25	6.164540580243821e-25	6.479396955339644e-23	4.6860980481287574e-29	2.4965825251339982e-28	2.5476854370622134e-16	1.0000130325802357e-22	8.396456189203558e-16	2.8073707926454217e-15	1.7278730491695276e-18	3.9766069353243523e-16	4.119457963102218e-29	0.07439864464681728	2.5886821280183866e-21	2.162382819689767e-13	3.343094873693127e-34	4.832519450957582e-13	5.495667720071584e-19	1.997465892823681e-33	4.537539886793034e-26	3.339116618568776e-30	3.662750730508521e-12	0.009318468674284677	8.842957315686085e-10	0.13672337107211185	0.6580496700819953	4.1949516914324587e-14	6.448155495777533e-11	1.0801881354128723e-21	2.5186670409172852e-27	8.55100859125093e-08	1.5525563024635706e-15	1.9402582232998028e-11	4.853392500471406e-08
2.5053625352845406e-34	1.352570102716387e-23	3.658647544604555e-12	3.362098029911899e-22	1.800054789614322e-07	6.1571681575517654e-12	0.0013034901036701621	1.1286545204961417e-08	0.00044485146675774076	2.522283433823945e-17	2.6768638887632294e-12	1.1725688181098775e-20	0.010976811051497695	3.003627559272139e-14	0.1639482564252965	0.006849237423813886	2.726508136885416e-15	3.961824944192817e-28	1.9760042394840845e-12	5.463417530762278e-27	0.11051691067570314	9.750977974351391e-21	6.407939130565534e-10	9.489732943397846e-28	1.7160192628080312e-15	4.575535487328677e-23	6.85960621472914e-16	2.2500745565271469e-32	8.866580689458911e-06	6.904868658836337e-25	1.0377715425659569e-19	1.1001785460419849e-27	3.3598257209404294e-13	8.790368454277574e-23	8.241561053440325e-27	3.9154894152316936e-18	1.3511251785577904e-33	0.10242003789547896	4.2418593631445447e-26	4.361972062186942e-10	9.568999735110318e-05	0.019088753236434924	5.190702679404021e-22	3.892452901719294e-18	1.129307856053356e-29	0.34884443198652804	2.3934241303393218e-14	1.6916933193320796e-31	0.06861623371055363	0.16688623706234576
1.1226039316741734e-23	7.623308689176038e-19	2.3249233939762614e-08	3.6447335402262613e-17	0.004670452655673771	1.0652756728098744e-22	0.025352136218355654	6.7200685081838504e-18	1.7315055287452755e-23	6.489010089349904e-22	5.855844451995593e-15	6.493328582071652e-06	1.5027155132526705e-22	4.0853633943304625e-20	1.2153964579413105e-06	0.07790828211305999	0.012050833975206319	1.695528751252796e-29	7.434330678745035e-27	1.5025745655065743e-28	2.7185275231692554e-20	5.163443692338649e-29	0.05349056766775883	3.888604064193022e-19	0.008504327277131513	4.2930961422972215e-13	1.5590059194748248e-18	0.03185852179430498	0.00806434505236772	7.202041050486914e-28	5.565243111003693e-14	2.7829244590805136e-30	4.998566145548226e-19	4.1209788813394913e-32	5.833363842602265e-17	9.986812852402598e-34	0.0015280276999897612	4.502890968964275e-18	1.4659405217727684e-21	5.2983525037363514e-08	1.4350027762007539e-11	1.6579798620380256e-33	1.217900121446183e-08	0.022542323567715163	6.241093350382454e-08	5.774367445828718e-16	4.3331415667516094e-21	5.48635119182955e-19	0.06517905096378926	0.6888432714520744
