10	3203
0.21370771006460032	7.349007017215536e-28	6.359590441396028e-36	0.006466031422273941	0.7167202545905996	3.445053806132985e-28	0.03802646312813174	4.455073683964489e-10	9.074209236038795e-45	0.025079540348886067
1.4703821440871256e-12	0.527595165778022	2.1355393686161586e-26	3.426098863587838e-14	1.137937656848911e-31	1.8075056729491045e-07	0.031377229257209385	4.123852378941255e-20	0.09471202623035742	0.3463153979823435
2.0018803650055343e-15	7.846793757434545e-14	1.10374158022985e-31	0.08927410040349638	3.048197380236599e-12	0.3090013773668319	0.6017167953002825	1.0091252146206514e-15	1.722170869437898e-28	7.7269262596193e-06
0.592343448257901	0.1427479953600716	3.0770020191073056e-20	3.987419237131247e-15	0.06893439990694415	2.2248360589460604e-07	0.04058127363632251	0.00028288008220187514	0.08019043341726238	0.0749193468556872
2.982409327325767e-05	0.0007686449878000812	6.717803877561677e-37	0.0005174920469063649	0.23095580175198882	2.6265984776716283e-18	0.27945788306999775	4.417051435381645e-09	3.6167645403007765e-17	0.48827034963298394
0.10470871206615376	8.439020193528402e-19	0.0008674102993326728	0.5244516898721919	0.00014200886738967088	0.22645556661381067	0.11821337870076976	7.066787249669945e-13	1.7591792783447628e-22	0.025161233579649864
4.1842504952727263e-13	5.896286204691807e-13	1.653045267272836e-33	0.052829808528176994	4.090788800029211e-12	0.12939816728429285	1.107258069008623e-24	0.8177720241824319	6.583580831734954e-35	5.002292897824553e-17
2.4949469786788716e-35	2.204881338301204e-22	5.9883078425113e-28	6.167078262193947e-30	5.280772362609271e-45	2.790580415316535e-27	0.04806559576333772	7.763836820235936e-38	0.9096588776729005	0.04227552656376247
2.3459657271834826e-10	0.3919033348750485	6.172766641052793e-27	0.0005672199261777073	2.540851017454622e-34	0.3251160548321505	0.11458106870874403	2.8547818398875484e-22	2.2236265074112254e-18	0.16783232142328247
2.977336294451244e-18	3.473054502373109e-32	2.3669743396916206e-50	1.1825440440304794e-22	0.0924083308270456	0.005457473192194337	0.018400550350951714	0.8837336456298114	7.07975918458844e-37	1.2960556749810622e-20
1.1706131474058805e-16	1.4008612083336452e-31	0.8776281171367065	6.1620224889192074e-21	4.277648070770674e-40	2.4409277140996686e-40	1.4399136931332615e-20	3.9179790733291965e-32	1.525317521397364e-29	0.1223718828632924
